#gene_id,sprot_Top_BLASTX_hit
evm.model.Seg275.10,sp|P10079|FBP1_STRPU^sp|P10079|FBP1_STRPU^Q:545-1600
evm.model.Seg275.11,.
evm.model.Seg2750.4,sp|Q924A5|S36A1_RAT^sp|Q924A5|S36A1_RAT^Q:25-264
evm.model.Seg2750.1,.
evm.model.Seg2750.2,sp|P36954|RPB9_HUMAN^sp|P36954|RPB9_HUMAN^Q:115-411
evm.model.Seg2750.3,sp|Q09575|YRD6_CAEEL^sp|Q09575|YRD6_CAEEL^Q:121-477
evm.model.Seg2750.5,.
evm.model.Seg2750.6,.
evm.model.Seg2751.3,.
evm.model.Seg2751.1,.
evm.model.Seg2751.1,.
evm.model.Seg2751.2,sp|Q0EEE2|PTHD3_MOUSE^sp|Q0EEE2|PTHD3_MOUSE^Q:318-2822
evm.model.Seg2752.1,.
evm.model.Seg2753.1.5.57f48f7a,sp|Q9BZ19|ANR60_HUMAN^sp|Q9BZ19|ANR60_HUMAN^Q:752-1399
evm.model.Seg2753.1,sp|Q9BZ19|ANR60_HUMAN^sp|Q9BZ19|ANR60_HUMAN^Q:707-1354
evm.model.Seg2753.1.3.57f48f7a,sp|Q9BZ19|ANR60_HUMAN^sp|Q9BZ19|ANR60_HUMAN^Q:827-1474
evm.model.Seg2753.1.4.57f48f7a,.
evm.model.Seg2753.1.4.57f48f7a,.
evm.model.Seg2753.1.1.57f48f7a,.
evm.model.Seg2753.1.1.57f48f7a,.
evm.model.Seg2753.1.2.57f48f7a,sp|Q9BZ19|ANR60_HUMAN^sp|Q9BZ19|ANR60_HUMAN^Q:1505-2152
evm.model.Seg2753.2,sp|Q8C190|VP9D1_MOUSE^sp|Q8C190|VP9D1_MOUSE^Q:4082-4819
evm.model.Seg2753.2,sp|Q8C190|VP9D1_MOUSE^sp|Q8C190|VP9D1_MOUSE^Q:4082-4819
evm.model.Seg2753.3,sp|Q5RJU3|CC103_XENTR^sp|Q5RJU3|CC103_XENTR^Q:22-630
evm.model.Seg2754.8,.
evm.model.Seg2754.1,.
evm.model.Seg2754.2,sp|Q7N3M0|NUDL_PHOLL^sp|Q7N3M0|NUDL_PHOLL^Q:43-627
evm.model.Seg2754.3,sp|Q6ZTW0|TPGS1_HUMAN^sp|Q6ZTW0|TPGS1_HUMAN^Q:1-645
evm.model.Seg2754.4,.
evm.model.Seg2754.5.2.57f48f7a,sp|P42662|ASTL_COTJA^sp|P42662|ASTL_COTJA^Q:230-766
evm.model.Seg2754.5.1.57f48f7a,sp|P42662|ASTL_COTJA^sp|P42662|ASTL_COTJA^Q:217-753
evm.model.Seg2754.5,sp|P42662|ASTL_COTJA^sp|P42662|ASTL_COTJA^Q:877-1413
evm.model.Seg2754.6,sp|Q6ZMY6|WDR88_HUMAN^sp|Q6ZMY6|WDR88_HUMAN^Q:264-1418
evm.model.Seg2754.7,.
evm.model.Seg2755.4,.
evm.model.Seg2755.3,.
evm.model.Seg2755.1,.
evm.model.Seg2755.2,.
evm.model.Seg2755.5,.
evm.model.Seg2756.4,.
evm.model.Seg2756.1,sp|Q55GE2|ODC_DICDI^sp|Q55GE2|ODC_DICDI^Q:4-756
evm.model.Seg2756.3,sp|Q66I24|ASSY_DANRE^sp|Q66I24|ASSY_DANRE^Q:442-1656
evm.model.Seg2756.3,sp|Q66I24|ASSY_DANRE^sp|Q66I24|ASSY_DANRE^Q:442-1656
evm.model.Seg2756.2,.
evm.model.Seg2756.5,sp|Q93100|KPBB_HUMAN^sp|Q93100|KPBB_HUMAN^Q:5-208
evm.model.Seg2757.5,sp|Q3T0R7|THIM_BOVIN^sp|Q3T0R7|THIM_BOVIN^Q:1-192
evm.model.Seg2757.1,sp|Q8BWT1|THIM_MOUSE^sp|Q8BWT1|THIM_MOUSE^Q:1-531
evm.model.Seg2757.2,.
evm.model.Seg2757.3,sp|O44400|F37C4_CAEEL^sp|O44400|F37C4_CAEEL^Q:287-1954
evm.model.Seg2757.4,sp|Q62073|M3K7_MOUSE^sp|Q62073|M3K7_MOUSE^Q:377-1402
evm.model.Seg2758.1,sp|A3KQ58|CB068_DANRE^sp|A3KQ58|CB068_DANRE^Q:25-471
evm.model.Seg2758.1.1.57f48f7a,.
evm.model.Seg2758.2,sp|Q8CFG5|CA2D3_RAT^sp|Q8CFG5|CA2D3_RAT^Q:179-3247
evm.model.Seg2758.3,.
evm.model.Seg2759.3,.
evm.model.Seg2759.1,sp|Q9D733|GP2_MOUSE^sp|Q9D733|GP2_MOUSE^Q:286-1632
evm.model.Seg2759.2,.
evm.model.Seg276.1,.
evm.model.Seg276.2,sp|P97927|LAMA4_MOUSE^sp|P97927|LAMA4_MOUSE^Q:1-222
evm.model.Seg276.3,sp|Q9NS73|MBIP1_HUMAN^sp|Q9NS73|MBIP1_HUMAN^Q:358-987
evm.model.Seg276.4,sp|Q5R5S1|FBX21_PONAB^sp|Q5R5S1|FBX21_PONAB^Q:322-1932
evm.model.Seg2760.1,sp|A0PJR5|ECHD3_DANRE^sp|A0PJR5|ECHD3_DANRE^Q:1-738
evm.model.Seg2760.2,sp|Q3TFD2|PCAT1_MOUSE^sp|Q3TFD2|PCAT1_MOUSE^Q:192-1331
evm.model.Seg2760.3,.
evm.model.Seg2761.3,sp|Q2H0S9|STU1_CHAGB^sp|Q2H0S9|STU1_CHAGB^Q:11-178
evm.model.Seg2761.1,sp|Q8BRT1|CLAP2_MOUSE^sp|Q8BRT1|CLAP2_MOUSE^Q:908-3322
evm.model.Seg2761.1.1.57f48f7a,sp|Q8BRT1|CLAP2_MOUSE^sp|Q8BRT1|CLAP2_MOUSE^Q:113-2089
evm.model.Seg2761.2,sp|Q8N865|CG031_HUMAN^sp|Q8N865|CG031_HUMAN^Q:327-1220
evm.model.Seg2762.3,.
evm.model.Seg2762.4,.
evm.model.Seg2762.1,.
evm.model.Seg2762.2,sp|Q15643|TRIPB_HUMAN^sp|Q15643|TRIPB_HUMAN^Q:61-636
evm.model.Seg2762.6,sp|Q562E7|WDR81_HUMAN^sp|Q562E7|WDR81_HUMAN^Q:6-335
evm.model.Seg2762.5,.
evm.model.Seg2763.1,sp|Q7Z7A1|CNTRL_HUMAN^sp|Q7Z7A1|CNTRL_HUMAN^Q:449-2350
evm.model.Seg2763.2,sp|Q16832|DDR2_HUMAN^sp|Q16832|DDR2_HUMAN^Q:267-1217
evm.model.Seg2763.4,.
evm.model.Seg2763.3,.
evm.model.Seg2764.3,sp|Q96Q15|SMG1_HUMAN^sp|Q96Q15|SMG1_HUMAN^Q:14-142
evm.model.Seg2764.2,sp|Q96Q15|SMG1_HUMAN^sp|Q96Q15|SMG1_HUMAN^Q:82-489
evm.model.Seg2764.4,sp|Q8BKX6|SMG1_MOUSE^sp|Q8BKX6|SMG1_MOUSE^Q:1-174
evm.model.Seg2764.1,sp|Q8BKX6|SMG1_MOUSE^sp|Q8BKX6|SMG1_MOUSE^Q:265-930
evm.model.Seg2764.5,.
evm.model.Seg2765.1,sp|Q8TBZ6|TM10A_HUMAN^sp|Q8TBZ6|TM10A_HUMAN^Q:582-1226
evm.model.Seg2766.1,.
evm.model.Seg2766.2,sp|Q90W79|CNTN5_CHICK^sp|Q90W79|CNTN5_CHICK^Q:102-632
evm.model.Seg2767.6,.
evm.model.Seg2767.5,.
evm.model.Seg2767.3,.
evm.model.Seg2767.4,.
evm.model.Seg2767.1,.
evm.model.Seg2767.2,sp|Q6P4Y6|IRS1_XENTR^sp|Q6P4Y6|IRS1_XENTR^Q:1-528
evm.model.Seg2767.8,.
evm.model.Seg2767.9,.
evm.model.Seg2767.7,.
evm.model.Seg2768.5,.
evm.model.Seg2768.1,.
evm.model.Seg2768.2,.
evm.model.Seg2768.3,.
evm.model.Seg2768.4,sp|Q8C854|MYEF2_MOUSE^sp|Q8C854|MYEF2_MOUSE^Q:271-885
evm.model.Seg2769.2,.
evm.model.Seg2769.1,.
evm.model.Seg2769.3,sp|Q9BX84|TRPM6_HUMAN^sp|Q9BX84|TRPM6_HUMAN^Q:115-723
evm.model.Seg2769.4,.
evm.model.Seg277.3,.
evm.model.Seg277.4,.
evm.model.Seg277.2,.
evm.model.Seg277.1.1.57f48f7a,sp|Q5RBP9|MPEG1_PONAB^sp|Q5RBP9|MPEG1_PONAB^Q:374-2206
evm.model.Seg277.1,sp|Q5RBP9|MPEG1_PONAB^sp|Q5RBP9|MPEG1_PONAB^Q:374-2227
evm.model.Seg2770.1,.
evm.model.Seg2770.1.1.57f48f7a,.
evm.model.Seg2770.2,sp|Q15582|BGH3_HUMAN^sp|Q15582|BGH3_HUMAN^Q:484-2301
evm.model.Seg2770.2.1.57f48f7a,sp|Q15582|BGH3_HUMAN^sp|Q15582|BGH3_HUMAN^Q:801-2618
evm.model.Seg2770.3,sp|Q15582|BGH3_HUMAN^sp|Q15582|BGH3_HUMAN^Q:25-1002
evm.model.Seg2770.4,.
evm.model.Seg2770.5,.
evm.model.Seg2770.6,sp|Q96RV3|PCX1_HUMAN^sp|Q96RV3|PCX1_HUMAN^Q:2-2005
evm.model.Seg2770.7,.
evm.model.Seg2771.1,.
evm.model.Seg2771.2,.
evm.model.Seg2771.3,sp|Q96P48|ARAP1_HUMAN^sp|Q96P48|ARAP1_HUMAN^Q:28-294
evm.model.Seg2772.4,.
evm.model.Seg2772.3,sp|Q9BZC7|ABCA2_HUMAN^sp|Q9BZC7|ABCA2_HUMAN^Q:1-138
evm.model.Seg2772.1,.
evm.model.Seg2772.2,sp|Q80V26|IMPA3_MOUSE^sp|Q80V26|IMPA3_MOUSE^Q:89-1132
evm.model.Seg2773.1,sp|P58389|PTPA_MOUSE^sp|P58389|PTPA_MOUSE^Q:49-618
evm.model.Seg2773.2,sp|O96028|NSD2_HUMAN^sp|O96028|NSD2_HUMAN^Q:5676-7526
evm.model.Seg2774.1,.
evm.model.Seg2774.2,.
evm.model.Seg2774.3,.
evm.model.Seg2774.4,.
evm.model.Seg2774.6,.
evm.model.Seg2774.5,.
evm.model.Seg2775.1,sp|Q9Y6C9|MTCH2_HUMAN^sp|Q9Y6C9|MTCH2_HUMAN^Q:101-943
evm.model.Seg2775.2,sp|Q6T310|RSLBA_HUMAN^sp|Q6T310|RSLBA_HUMAN^Q:252-725
evm.model.Seg2775.3,.
evm.model.Seg2776.2,.
evm.model.Seg2776.1,.
evm.model.Seg2777.1,.
evm.model.Seg2777.2,.
evm.model.Seg2777.3,sp|P15043|RECQ_ECOLI^sp|P15043|RECQ_ECOLI^Q:148-423
evm.model.Seg2777.4,sp|P35187|SGS1_YEAST^sp|P35187|SGS1_YEAST^Q:1-468
evm.model.Seg2777.5,.
evm.model.Seg2777.6,.
evm.model.Seg2778.1,sp|Q92820|GGH_HUMAN^sp|Q92820|GGH_HUMAN^Q:712-1584
evm.model.Seg2778.2,.
evm.model.Seg2778.3,.
evm.model.Seg2778.4,sp|Q94887|NRX4_DROME^sp|Q94887|NRX4_DROME^Q:19-510
evm.model.Seg2779.1,.
evm.model.Seg2779.2,.
evm.model.Seg2779.3,.
evm.model.Seg2779.4,sp|P55023|TYRO_STRLN^sp|P55023|TYRO_STRLN^Q:155-772
evm.model.Seg2779.5,.
evm.model.Seg278.1,sp|Q0VCR6|TMM68_BOVIN^sp|Q0VCR6|TMM68_BOVIN^Q:3-182
evm.model.Seg278.2,.
evm.model.Seg278.3,sp|Q5GH73|XKR6_HUMAN^sp|Q5GH73|XKR6_HUMAN^Q:193-1461
evm.model.Seg278.4,.
evm.model.Seg278.5,sp|Q68EF4|GRM4_MOUSE^sp|Q68EF4|GRM4_MOUSE^Q:7-2205
evm.model.Seg278.6,sp|P31422|GRM3_RAT^sp|P31422|GRM3_RAT^Q:13-459
evm.model.Seg278.7_evm.model.Seg278.8,sp|Q8BGC9|CREG2_MOUSE^sp|Q8BGC9|CREG2_MOUSE^Q:846-1355
evm.model.Seg278.9,sp|Q8IV35|WDR49_HUMAN^sp|Q8IV35|WDR49_HUMAN^Q:1177-3309
evm.model.Seg278.10,sp|Q8NBI5|S43A3_HUMAN^sp|Q8NBI5|S43A3_HUMAN^Q:1055-1591
evm.model.Seg278.10.1.57f48f7a,sp|Q8NBI5|S43A3_HUMAN^sp|Q8NBI5|S43A3_HUMAN^Q:1148-1684
evm.model.Seg2780.1,sp|Q5XGA9|NAA50_XENTR^sp|Q5XGA9|NAA50_XENTR^Q:1155-1616
evm.model.Seg2780.2,sp|Q99805|TM9S2_HUMAN^sp|Q99805|TM9S2_HUMAN^Q:1-1533
evm.model.Seg2780.3,.
evm.model.Seg2781.1.1.57f48f7a,sp|P61272|RL35A_MACFA^sp|P61272|RL35A_MACFA^Q:2-325
evm.model.Seg2781.1,sp|P61272|RL35A_MACFA^sp|P61272|RL35A_MACFA^Q:2-319
evm.model.Seg2781.2,.
evm.model.Seg2781.3,.
evm.model.Seg2781.4,sp|Q24207|BOULE_DROME^sp|Q24207|BOULE_DROME^Q:67-306
evm.model.Seg2781.4.1.57f48f7a,sp|Q24207|BOULE_DROME^sp|Q24207|BOULE_DROME^Q:67-309
evm.model.Seg2782.1,.
evm.model.Seg2782.2,.
evm.model.Seg2782.3,sp|Q02912|DHSO_BOMMO^sp|Q02912|DHSO_BOMMO^Q:58-321
evm.model.Seg2782.4,.
evm.model.Seg2782.5,.
evm.model.Seg2783.1,.
evm.model.Seg2783.2,.
evm.model.Seg2783.3,.
evm.model.Seg2783.3.1.57f48f7a,.
evm.model.Seg2783.4,.
evm.model.Seg2783.5,.
evm.model.Seg2783.6,sp|Q3UQ28|PXDN_MOUSE^sp|Q3UQ28|PXDN_MOUSE^Q:372-917
evm.model.Seg2784.2,sp|O35160|PITX3_MOUSE^sp|O35160|PITX3_MOUSE^Q:248-445
evm.model.Seg2784.1,.
evm.model.Seg2784.3,.
evm.model.Seg2785.1,sp|P70414|NAC1_MOUSE^sp|P70414|NAC1_MOUSE^Q:1170-3962
evm.model.Seg2786.1,sp|Q3TJZ6|FA98A_MOUSE^sp|Q3TJZ6|FA98A_MOUSE^Q:142-1023
evm.model.Seg2786.2,sp|Q5TZA2|CROCC_HUMAN^sp|Q5TZA2|CROCC_HUMAN^Q:127-1866
evm.model.Seg2786.3,sp|Q5TZA2|CROCC_HUMAN^sp|Q5TZA2|CROCC_HUMAN^Q:35-610
evm.model.Seg2787.1,sp|Q6IQ26|DEN5A_HUMAN^sp|Q6IQ26|DEN5A_HUMAN^Q:1-153
evm.model.Seg2787.2,.
evm.model.Seg2787.3,.
evm.model.Seg2787.4,sp|A2RSQ0|DEN5B_MOUSE^sp|A2RSQ0|DEN5B_MOUSE^Q:4-879
evm.model.Seg2787.5,sp|Q7ZWF0|RAE1L_DANRE^sp|Q7ZWF0|RAE1L_DANRE^Q:88-1101
evm.model.Seg2787.6,sp|P62907|RL10A_RAT^sp|P62907|RL10A_RAT^Q:42-692
evm.model.Seg2787.7,.
evm.model.Seg2787.8,.
evm.model.Seg2788.1,sp|P35559|IDE_RAT^sp|P35559|IDE_RAT^Q:166-2616
evm.model.Seg2788.2,.
evm.model.Seg2789.1,.
evm.model.Seg2789.2,.
evm.model.Seg2789.5,.
evm.model.Seg2789.3,.
evm.model.Seg2789.4,.
evm.model.Seg2789.6,sp|Q9JMD2|SMBT1_RAT^sp|Q9JMD2|SMBT1_RAT^Q:22-252
evm.model.Seg279.1,sp|Q8R3C6|RBM19_MOUSE^sp|Q8R3C6|RBM19_MOUSE^Q:121-699
evm.model.Seg279.2,sp|Q9Y4C8|RBM19_HUMAN^sp|Q9Y4C8|RBM19_HUMAN^Q:1-201
evm.model.Seg279.3,.
evm.model.Seg279.4,.
evm.model.Seg279.5,.
evm.model.Seg279.6,.
evm.model.Seg279.7,.
evm.model.Seg279.8,.
evm.model.Seg279.9,.
evm.model.Seg2790.1,.
evm.model.Seg2790.2,.
evm.model.Seg2791.1,.
evm.model.Seg2791.2,.
evm.model.Seg2792.1,sp|P11617|AA2AR_CANLF^sp|P11617|AA2AR_CANLF^Q:984-2090
evm.model.Seg2792.1.2.57f48f7a,sp|P11617|AA2AR_CANLF^sp|P11617|AA2AR_CANLF^Q:993-2099
evm.model.Seg2792.1.1.57f48f7a,sp|P11617|AA2AR_CANLF^sp|P11617|AA2AR_CANLF^Q:1039-2145
evm.model.Seg2792.1.3.57f48f7a,sp|P11617|AA2AR_CANLF^sp|P11617|AA2AR_CANLF^Q:900-2006
evm.model.Seg2792.1.4.57f48f7a,sp|P11617|AA2AR_CANLF^sp|P11617|AA2AR_CANLF^Q:794-1900
evm.model.Seg2792.2,sp|Q93127|GPR18_AMPAM^sp|Q93127|GPR18_AMPAM^Q:1143-2126
evm.model.Seg2792.3,sp|Q95LZ5|TTC16_MACFA^sp|Q95LZ5|TTC16_MACFA^Q:23-1456
evm.model.Seg2793.1,.
evm.model.Seg2793.2,sp|Q2TAA5|ALG11_HUMAN^sp|Q2TAA5|ALG11_HUMAN^Q:88-1455
evm.model.Seg2793.3,sp|Q9BRP7|FDXA1_HUMAN^sp|Q9BRP7|FDXA1_HUMAN^Q:37-561
evm.model.Seg2794.3,.
evm.model.Seg2794.4,.
evm.model.Seg2794.5,.
evm.model.Seg2794.1,.
evm.model.Seg2794.2,.
evm.model.Seg2795.1,sp|P49793|NUP98_RAT^sp|P49793|NUP98_RAT^Q:1859-5482
evm.model.Seg2796.1,sp|O67919|NPD_AQUAE^sp|O67919|NPD_AQUAE^Q:326-1015
evm.model.Seg2796.2,sp|Q9UIF8|BAZ2B_HUMAN^sp|Q9UIF8|BAZ2B_HUMAN^Q:5447-6973
evm.model.Seg2796.3,.
evm.model.Seg2796.3,.
evm.model.Seg2796.4,sp|Q8L3X9|KASM_ARATH^sp|Q8L3X9|KASM_ARATH^Q:1-204
evm.model.Seg2797.5,.
evm.model.Seg2797.6,sp|P0C0R5|PI3R4_RAT^sp|P0C0R5|PI3R4_RAT^Q:5-166
evm.model.Seg2797.4,sp|Q8VD65|PI3R4_MOUSE^sp|Q8VD65|PI3R4_MOUSE^Q:5-199
evm.model.Seg2797.3,sp|Q01780|EXOSX_HUMAN^sp|Q01780|EXOSX_HUMAN^Q:74-397
evm.model.Seg2797.1,sp|Q01780|EXOSX_HUMAN^sp|Q01780|EXOSX_HUMAN^Q:1-501
evm.model.Seg2797.2,sp|Q6DCQ6|VWA2_XENLA^sp|Q6DCQ6|VWA2_XENLA^Q:15-542
evm.model.Seg2797.9,sp|Q70UZ7|VWA2_MOUSE^sp|Q70UZ7|VWA2_MOUSE^Q:6-440
evm.model.Seg2797.8,sp|Q6DCQ6|VWA2_XENLA^sp|Q6DCQ6|VWA2_XENLA^Q:15-542
evm.model.Seg2797.7,sp|Q6DCQ6|VWA2_XENLA^sp|Q6DCQ6|VWA2_XENLA^Q:1-543
evm.model.Seg2798.1,.
evm.model.Seg2798.2,.
evm.model.Seg2798.3,sp|A7S8T5|CCD42_NEMVE^sp|A7S8T5|CCD42_NEMVE^Q:253-1071
evm.model.Seg2799.1,.
evm.model.Seg2799.1,.
evm.model.Seg2799.2,.
evm.model.Seg28.1,.
evm.model.Seg28.2,sp|Q9P215|POGK_HUMAN^sp|Q9P215|POGK_HUMAN^Q:799-1194
evm.model.Seg28.3,.
evm.model.Seg280.1,sp|Q5PPK9|TSSC1_RAT^sp|Q5PPK9|TSSC1_RAT^Q:2-1030
evm.model.Seg280.2,.
evm.model.Seg280.3,.
evm.model.Seg280.4,sp|A0JMA9|KATL2_XENTR^sp|A0JMA9|KATL2_XENTR^Q:2-166
evm.model.Seg280.5,.
evm.model.Seg280.6,.
evm.model.Seg280.7,sp|Q8WND5|ELP1_RABIT^sp|Q8WND5|ELP1_RABIT^Q:131-844
evm.model.Seg280.8,sp|Q7TT37|ELP1_MOUSE^sp|Q7TT37|ELP1_MOUSE^Q:1-312
evm.model.Seg280.9,.
evm.model.Seg280.10,sp|Q9CR50|ZN363_MOUSE^sp|Q9CR50|ZN363_MOUSE^Q:10-558
evm.model.Seg2800.1,sp|Q16992|LWA_ANTEL^sp|Q16992|LWA_ANTEL^Q:467-1777
evm.model.Seg2800.1,sp|Q16992|LWA_ANTEL^sp|Q16992|LWA_ANTEL^Q:467-1777
evm.model.Seg2800.1,sp|Q16992|LWA_ANTEL^sp|Q16992|LWA_ANTEL^Q:467-1777
evm.model.Seg2800.2,.
evm.model.Seg2800.3,sp|O95755|RAB36_HUMAN^sp|O95755|RAB36_HUMAN^Q:224-997
evm.model.Seg2800.4,sp|P18248|PCNA_XENLA^sp|P18248|PCNA_XENLA^Q:373-1155
evm.model.Seg2800.5,sp|Q3T0R7|THIM_BOVIN^sp|Q3T0R7|THIM_BOVIN^Q:1-231
evm.model.Seg2800.7,sp|P45359|THLA_CLOAB^sp|P45359|THLA_CLOAB^Q:6-176
evm.model.Seg2800.6,sp|Q03601|NHL1_CAEEL^sp|Q03601|NHL1_CAEEL^Q:37-309
evm.model.Seg2801.1,.
evm.model.Seg2801.2,.
evm.model.Seg2801.3,.
evm.model.Seg2801.4,.
evm.model.Seg2802.1,sp|P35805|MCL1B_XENLA^sp|P35805|MCL1B_XENLA^Q:1299-1508
evm.model.Seg2802.2,.
evm.model.Seg2802.2,.
evm.model.Seg2802.3,sp|Q8NB50|ZFP62_HUMAN^sp|Q8NB50|ZFP62_HUMAN^Q:1506-3320
evm.model.Seg2802.3,sp|Q8NB50|ZFP62_HUMAN^sp|Q8NB50|ZFP62_HUMAN^Q:1506-3320
evm.model.Seg2802.3,sp|Q8NB50|ZFP62_HUMAN^sp|Q8NB50|ZFP62_HUMAN^Q:1506-3320
evm.model.Seg2802.4,.
evm.model.Seg2803.1,sp|P55013|S12A2_SQUAC^sp|P55013|S12A2_SQUAC^Q:659-3640
evm.model.Seg2803.2,.
evm.model.Seg2803.3,.
evm.model.Seg2803.4,.
evm.model.Seg2803.5,sp|Q6DCE8|CTR2_XENLA^sp|Q6DCE8|CTR2_XENLA^Q:22-1605
evm.model.Seg2803.6,.
evm.model.Seg2804.1.1.57f48f7a,sp|P27681|GBRG3_MOUSE^sp|P27681|GBRG3_MOUSE^Q:353-1021
evm.model.Seg2804.1,sp|Q99928|GBRG3_HUMAN^sp|Q99928|GBRG3_HUMAN^Q:353-1222
evm.model.Seg2804.1.2.57f48f7a,sp|P28476|GBRR2_HUMAN^sp|P28476|GBRR2_HUMAN^Q:65-1225
evm.model.Seg2804.2,sp|Q9Z0U9|S1PR3_MOUSE^sp|Q9Z0U9|S1PR3_MOUSE^Q:4-774
evm.model.Seg2804.4.1.57f48f7a,sp|Q9NW07|ZN358_HUMAN^sp|Q9NW07|ZN358_HUMAN^Q:437-718
evm.model.Seg2804.4,sp|Q9NW07|ZN358_HUMAN^sp|Q9NW07|ZN358_HUMAN^Q:434-715
evm.model.Seg2804.3,sp|P30676|GNAI_PATPE^sp|P30676|GNAI_PATPE^Q:578-1618
evm.model.Seg2805.1,.
evm.model.Seg2805.2,sp|Q6P4Y6|IRS1_XENTR^sp|Q6P4Y6|IRS1_XENTR^Q:396-938
evm.model.Seg2805.3,.
evm.model.Seg2805.4,.
evm.model.Seg2806.1,sp|Q96RL7|VP13A_HUMAN^sp|Q96RL7|VP13A_HUMAN^Q:172-5250
evm.model.Seg2806.2,sp|Q0VC50|RT4I1_BOVIN^sp|Q0VC50|RT4I1_BOVIN^Q:194-1324
evm.model.Seg2807.1,.
evm.model.Seg2807.2,sp|Q923Y8|TAAR1_MOUSE^sp|Q923Y8|TAAR1_MOUSE^Q:9-755
evm.model.Seg2807.5,.
evm.model.Seg2807.4,.
evm.model.Seg2807.3,sp|Q5R5J6|GCP2_PONAB^sp|Q5R5J6|GCP2_PONAB^Q:1-402
evm.model.Seg2807.6,.
evm.model.Seg2807.7,.
evm.model.Seg2808.1,sp|O61577|KTNA1_STRPU^sp|O61577|KTNA1_STRPU^Q:287-1792
evm.model.Seg2808.1.1.57f48f7a,sp|O61577|KTNA1_STRPU^sp|O61577|KTNA1_STRPU^Q:314-1819
evm.model.Seg2808.1.2.57f48f7a,sp|O61577|KTNA1_STRPU^sp|O61577|KTNA1_STRPU^Q:221-1726
evm.model.Seg2808.2,.
evm.model.Seg2808.3,.
evm.model.Seg2808.4,.
evm.model.Seg2809.1,.
evm.model.Seg2809.2,sp|Q9H611|PIF1_HUMAN^sp|Q9H611|PIF1_HUMAN^Q:28-1215
evm.model.Seg2809.3,.
evm.model.Seg2809.4,.
evm.model.Seg2809.5,.
evm.model.Seg2809.6,sp|Q96C45|ULK4_HUMAN^sp|Q96C45|ULK4_HUMAN^Q:7-735
evm.model.Seg2809.7,sp|Q3V129|ULK4_MOUSE^sp|Q3V129|ULK4_MOUSE^Q:1-1908
evm.model.Seg281.1,.
evm.model.Seg281.2,.
evm.model.Seg281.3,.
evm.model.Seg281.4,.
evm.model.Seg281.5,.
evm.model.Seg281.6,sp|Q7Z7G8|VP13B_HUMAN^sp|Q7Z7G8|VP13B_HUMAN^Q:1-1761
evm.model.Seg281.7,.
evm.model.Seg281.8,.
evm.model.Seg281.9,.
evm.model.Seg281.10,.
evm.model.Seg281.11,.
evm.model.Seg2810.6,.
evm.model.Seg2810.7,sp|P0C644|VIP1_RAT^sp|P0C644|VIP1_RAT^Q:2-241
evm.model.Seg2810.5,sp|O43314|VIP2_HUMAN^sp|O43314|VIP2_HUMAN^Q:3-305
evm.model.Seg2810.8,sp|Q9VR59|VIP1_DROME^sp|Q9VR59|VIP1_DROME^Q:4-162
evm.model.Seg2810.1,.
evm.model.Seg2810.2,sp|P15988|CO6A2_CHICK^sp|P15988|CO6A2_CHICK^Q:601-798
evm.model.Seg2810.2,sp|P15988|CO6A2_CHICK^sp|P15988|CO6A2_CHICK^Q:601-798
evm.model.Seg2810.3,sp|Q5RD64|CNTP2_PONAB^sp|Q5RD64|CNTP2_PONAB^Q:127-696
evm.model.Seg2810.4,sp|P16354|PA23_HELSU^sp|P16354|PA23_HELSU^Q:496-726
evm.model.Seg2811.1,.
evm.model.Seg2811.2,sp|Q8VHI4|CARTF_MOUSE^sp|Q8VHI4|CARTF_MOUSE^Q:1146-1958
evm.model.Seg2811.2.1.57f48f7a,sp|Q8VHI4|CARTF_MOUSE^sp|Q8VHI4|CARTF_MOUSE^Q:1146-1958
evm.model.Seg2811.3,sp|P53782|CCND2_XENLA^sp|P53782|CCND2_XENLA^Q:7-726
evm.model.Seg2812.1,.
evm.model.Seg2813.1,.
evm.model.Seg2813.2,sp|O75897|ST1C4_HUMAN^sp|O75897|ST1C4_HUMAN^Q:151-957
evm.model.Seg2813.3,.
evm.model.Seg2813.4,sp|F4J8L3|KN7K_ARATH^sp|F4J8L3|KN7K_ARATH^Q:1-306
evm.model.Seg2814.1,sp|Q9D1E5|LMBRL_MOUSE^sp|Q9D1E5|LMBRL_MOUSE^Q:392-1795
evm.model.Seg2814.1,sp|Q9D1E5|LMBRL_MOUSE^sp|Q9D1E5|LMBRL_MOUSE^Q:392-1795
evm.model.Seg2814.2,sp|P74334|ACOX_SYNY3^sp|P74334|ACOX_SYNY3^Q:275-1618
evm.model.Seg2814.3,sp|Q9EQC0|CHST1_MOUSE^sp|Q9EQC0|CHST1_MOUSE^Q:821-1813
evm.model.Seg2814.4,sp|Q5R7R9|SNW1_PONAB^sp|Q5R7R9|SNW1_PONAB^Q:95-1630
evm.model.Seg2815.4,sp|E1BYA3|PTSS2_CHICK^sp|E1BYA3|PTSS2_CHICK^Q:10-168
evm.model.Seg2815.3,sp|Q5MNV8|FBX47_HUMAN^sp|Q5MNV8|FBX47_HUMAN^Q:5-142
evm.model.Seg2815.1,sp|O75335|LIPA4_HUMAN^sp|O75335|LIPA4_HUMAN^Q:7-243
evm.model.Seg2815.2,sp|O75145|LIPA3_HUMAN^sp|O75145|LIPA3_HUMAN^Q:55-1215
